CCENTRO;DCENTRO;EMAIL;TELEFONO
22004271;SAN MIGUEL;cpsmtamarite@educa.aragon.es;974.420.371
50011185;MESA-PIEDRA-ALTO CAMPILLO;craibdes@educa.aragon.es;976.872.769
50011197;CERRO DE SANTA CRUZ;craused@educa.aragon.es;976.809.112
50011203;L' ALBARDÍN;craazuara@educa.aragon.es;976.834.088
50011215;MONLORA;craerla@educa.aragon.es;976.694.161
50011227;BÉCQUER;cranovallas@educa.aragon.es;976.198.149
50011240;LUIS BUÑUEL;crapinsoro@educa.aragon.es;976.673.852
44003211;SANTA EMERENCIANA;iessemteruel@educa.aragon.es;978.620.564
44003223;SEGUNDO DE CHOMÓN;iesschteruel@educa.aragon.es;978.601.321
44003235;VEGA DEL TURIA;iesvtteruel@educa.aragon.es;978.602.644
44003247;FRANCÉS DE ARANDA;iesfrateruel@educa.aragon.es;978.602.542
44003259;ARBOLEDA;ceealteruel@educa.aragon.es;978.602.820
44003260;DE TERUEL;ehteruel@educa.aragon.es;978.603.233
44003272;ENSANCHE;cpenteruel@educa.aragon.es;978.603.861
44003284;ESCUELA DE ARTE DE TERUEL;earteruel@educa.aragon.es;978.602.635
44004574;RÍO GUADALOPE;cpeaalcaniz@educa.aragon.es;978.870.555
22005030;MONEGROS-GASPAR LAX;iessarinena@educa.aragon.es;974.571.114
22005054;VIRGEN DE LOS RÍOS;cpcaldearenas@educa.aragon.es;974.359.796
22005121;SAN LORENZO;cpifpsanlorenzo@educa.aragon.es;974.243.633
22005133;ANTONIO VIÑUALES GRACIA;cpmhuesca@educa.aragon.es;974.243.617
22005145;DE HUESCA;contacto.escueladeartedehuesca@gmail.com;974.240.644
22005157;LA ALEGRÍA;ceemonzon@educa.aragon.es;974.415.814
22010232;CONCEPCIÓN BAÑERES;escinfantil@binefar.es;974.429.792
22010244;LA CANTERA;lacanteratierz@gmail.com;974.252.041
22010256;ENCANTARIA;encantaria@matazueras.com;974.313.350
22004608;SAN JUAN BAUTISTA;cpzaidin@educa.aragon.es;974.478.208
22004611;MARTÍNEZ VARGAS;iesmvbarbastro@educa.aragon.es;974.310.294
22004633;EL PARQUE;cpepahuesca@educa.aragon.es;974.221.038
44004926;DE RUBIELOS DE MORA;cpearubielos@educa.aragon.es;978.804.309
44004938;JILOCA;cpeacalamocha@educa.aragon.es;978.730.680
44004951;DE CELLA;cpeacella@educa.aragon.es;978.650.367
50006281;TOMÁS ALVIRA;cptalzaragoza@educa.aragon.es;976.423.300
50006311;BASILIO PARAÍSO;cpbpazaragoza@educa.aragon.es;976.552.846
50006074;MARCOS FRECHÍN;cpmfrzaragoza@educa.aragon.es;976.415.907
50009051;PLUS ULTRA;centro@plusultraformacion.com;976.226.144
22005480;CINCA MEDIO;cpeamonzon@educa.aragon.es;974.402.420
22005492;JACETANIA;cpeajaca@educa.aragon.es;974.362.875
22005509;RIBAGORZA;cpeagraus@educa.aragon.es;974.540.528
22005558;SOBRARBE;cpeaboltana@educa.aragon.es;974.502.322
22005561;ALTO GÁLLEGO;cpeasabinanigo@educa.aragon.es;974.483.258
22005583;MONEGROS;cpeasarinena@educa.aragon.es;974.571.116
22005595;IGNACIO LUZÁN;eoimonzon@educa.aragon.es;974.415.840
22005674;LA LLITERA;craalbelda@educa.aragon.es;974.421.407
22005686;MONTESNEGROS;crapenalba@educa.aragon.es;974.463.079
22005698;A REDOLADA;craperalta@educa.aragon.es;974.300.743
22005704;BAJA RIBAGORZA;cracapella@educa.aragon.es;974.540.432
44010318;MAFALDA-LAS VIÑAS;ceimafalda@colegiolasvinas.com;978.601.327
44000325;EL JUSTICIA DE ARAGÓN;cpalcorisa@educa.aragon.es;978.840.275
44010069;LA MALENA;escuelamalena@aytoandorra.es;978.842.214
44010070;DE TERUEL;earteruel@educa.aragon.es;978.602.635
44010082;VEO-VEO;martacalpehernandez@gmail.com;978.870.868
44010094;DUMBO;dumbocb@terra.es;978.610.483
50007613;BOSQUE TERNURA;ceibosqueternura@hotmail.com;976.332.450
50017576;DE SABIÑÁN;savinan@dpz.es;976.826.043
22003835;MONTECORONA;ceipmontecorona@educa.aragon.es;974.484.038
22003847;PUENTE SARDAS;cppssabinanigo@educa.aragon.es;974.480.462
22003860;SANTA ANA;sabihcsa@gmail.com;974.480.891
50007005;MADRE DE DIOS DE BEGOÑA;ceimdbegona@telefonica.net;976.338.119
50007017;MARÍA AUXILIADORA;titularzaragoza@salesianas.org;976.272.750
50007042;LA MILAGROSA;secretaria@lamilagrosazgz.com;976.279.606
44010100;JUAN SOBRARIAS;cpjsalcaniz@educa.aragon.es;978.834.035
44010112;DE ALCORISA;secretario@alcorisa.org;978.840.705
50000126;ARAGÓN;cpalagon@educa.aragon.es;976.611.354
44005141;ESCUELA DE MÚSICA;ayuntamiento@calanda.es;978.886.141
44004847;DE ALCORISA;cpeaalcorisa@educa.aragon.es;978.841.117
50001222;DOMINGO JIMÉNEZ BELTRÁN;cpdjbcalatorao@educa.aragon.es;976.607.367
50006815;LA SALLE FRANCISCANAS;colegio@lasallefranciscanas.com;976.551.250
50006840;HIJAS DE SAN JOSÉ;direccion@colegiohijasdesanjose.com;976.333.524
50006888;INMACULADA CONCEPCIÓN;cinmaculadazgz@telefonica.net;976.416.314
50005999;JERÓNIMO BLANCAS Y TOMÁS;cpjbtzaragoza@educa.aragon.es;976.345.342
50006001;JERÓNIMO ZURITA Y CASTRO;cpjzczaragoza@educa.aragon.es;976.404.608
50006013;JOAQUÍN COSTA;cpjcozaragoza@educa.aragon.es;976.235.565
50006025;JOSÉ MARÍA MIR;cpjmmzaragoza@educa.aragon.es;976.331.797
50006037;LA JOTA;cpljozaragoza@educa.aragon.es;976.474.129
50006049;JULIÁN SANZ IBÁÑEZ;cpjsizaragoza@educa.aragon.es;976.425.870
50006050;LUIS VIVES;cplvizaragoza@educa.aragon.es;976.271.308
50007066;MONTEARAGÓN;montearagon@fomento.edu;976.562.267
50007078;AGUSTÍN GERICÓ;direccionsec@agustingerico.com;976.410.077
50007421;SAGRADO CORAZÓN;secretaria.z@corazonistas.com;976.224.864
50007731;SANTA ANA;titular@colegiosantaana.org;976.385.811
50007777;SANTA MAGDALENA SOFÍA;secretaria.zaragoza@fesofiabarat.es;976.753.730
50007789;SANTA MARÍA DEL PILAR;secretaria@marianistas.net;976.258.787
50008770;RÍO ARBA;iestauste@educa.aragon.es;976.854.020
50008782;SANTA ENGRACIA;cpsengracia@educa.aragon.es;976.856.809
50008460;LUIS BUÑUEL;ieslbuzaragoza@educa.aragon.es;976.440.028
50008174;MIGUEL SERVET;iesmsezaragoza@educa.aragon.es;976.259.383
50018830;VADORREY-LES ALLÉES;cpvadorrey@educa.aragon.es;976.399.685
50007236;SALESIANO NTRA. SRA.DEL PILAR;secretaria.zaragoza@salesianos.edu;976.306.878
50007248;TERESIANO DEL PILAR;infosecretaria@tpilarzaragoza.escuelateresiana.com;976.348.095
50005768;GUILLERMO FATÁS;cpgfazaragoza@educa.aragon.es;976.465.825
50006751;ESCUELAS PÍAS;dirtitularepz@escolapiosemaus.org;976.440.222
50006414;VIRGEN DEL PILAR;iesvdpzaragoza@educa.aragon.es;976.306.009
50000291;BRIANDA DE LUNA;cpalfajarin@educa.aragon.es;976.100.135
50000369;ARZOBISPO DOMÉNECH;cpalmonacids@educa.aragon.es;976.627.002
50000370;NERTÓBRIGA;cpalmunia@educa.aragon.es;976.812.199
50000412;SALESIANOS LAVIAGA-CASTILLO;contable.laalmunia@salesianos.edu;976.812.420
50000436;RAMÓN Y CAJAL;cpalpartir@educa.aragon.es;976.813.001
44005153;CAMPO BELLO;crabello@educa.aragon.es;978.734.159
50002275;LUIS GARCÍA SÁINZ;cpgsfuentes@educa.aragon.es;976.160.101
50010727;ELAIOS;ieselazaragoza@educa.aragon.es;976.527.500
50010739;PILAR LORENGAR;iesplozaragoza@educa.aragon.es;976.475.966
50010740;FERNANDO LÁZARO CARRETER;eoiflc@educa.aragon.es;976.526.888
50010326;DE ARAGÓN;administracion@csma.es;976.716.980
50007674;ATADES, CENTRO DE EDUCACIÓN ESPECIAL SAN;director.sanmartin@atades.org;976.379.927
50007716;SAN VALERO;infoces@svalero.es;976.466.599
50008368;DOCTOR AZÚA;cpdazzaragoza@educa.aragon.es;976.306.592
50008371;CÉSAR AUGUSTO;cpcauzaragoza@educa.aragon.es;976.563.216
50008381;MARGARITA SALAS;ceipmargaritasalas@educa.aragon.es;976.560.875
50006426;ADVENTISTA RIGEL;direccion@colegiorigel.es;976.272.623
50006438;LA ALMOZARA;cplalzaragoza@educa.aragon.es;976.433.595
50006463;LA ANUNCIATA;secretaria.zaragoza@fefcoll.org;976.436.600
50007790;SANTA MARÍA REINA;secretaria@colegiosantamariareina.org;976.569.962
50007479;LA SALLE MONTEMOLÍN;administracion.montemolin@lasalle.es;976.416.306
50007492;LA SALLE-SANTO ANGEL;diresaz@lasalle.es;976.753.718
50007509;SAN AGUSTÍN;secretaria@agustinoszaragoza.com;976.224.844
50007534;SAN ANTONIO DE PADUA;direccion@ccsanantoniodepadua.com;976.385.155
44000121;ROMÁN GARCÍA;cpalbalate@educa.aragon.es;978.812.231
22010037;RÍO VERO;eoibarbastro@educa.aragon.es;974.110.360
22005820;ARCO IRIS;craconchel@educa.aragon.es;974.413.391
22005832;ALBEOS;crabelver@educa.aragon.es;974.468.126
22005844;VIOLADA MONEGROS;cratardienta@educa.aragon.es;974.253.241
22005856;LA SABINA;crarobres@educa.aragon.es;974.392.236
22005868;MONEGROS-HOYA;cralalueza@educa.aragon.es;974.575.146
22010086;DE ARAGÓN;esconres@educa.aragon.es;974.230.605
44000246;EMILIO DÍAZ;cpedalcaniz@educa.aragon.es;978.832.421
44000261;SAN VALERO;sanvalero@escolapiosemaus.org;978.831.155
44000271;LA INMACULADA;lainmaculadaalcaniz@gmail.com;978.831.087
50009531;RAMÓN SÁINZ DE VARANDA;cprsvzaragoza@educa.aragon.es;976.382.309
50009543;BENJAMÍN JARNÉS;iesfuentes@educa.aragon.es;976.160.887
50009567;RÍO GÁLLEGO;iesrgazaragoza@educa.aragon.es;976.588.170
50009580;MIRAFLORES;cpmirzaragoza@educa.aragon.es;976.493.105
50009592;GALLICUM;ieszuera@educa.aragon.es;976.680.341
50006128;SAN BRAULIO;cpsbrzaragoza@educa.aragon.es;976.514.335
50006141;SANTO DOMINGO;cpsdozaragoza@educa.aragon.es;976.440.703
50006153;SAN JOSÉ DE CALASANZ;cpsjczaragoza@educa.aragon.es;976.411.217
50006165;TÍO JORGE;cptjozaragoza@educa.aragon.es;976.514.876
50004612;MONCAYO;cpcmtarazona@educa.aragon.es;976.641.685
50003981;JOAQUÍN COSTA;cppradilla@educa.aragon.es;976.860.216
50004004;LOS ALBARES;cpalfinden@educa.aragon.es;976.455.586
22000706;FRANCISCO GALIAY SARAÑANA;cpballobar@educa.aragon.es;974.461.197
44000465;JUAN RAMÓN ALEGRE;cpjraandorra@educa.aragon.es;978.842.190
22010049;DE SABIÑÁNIGO;eoisabinanigo@educa.aragon.es;974.361.847
22010050;LAS OCAS;;974.246.550
22010062;LO NIU;loniu@albelda.es;974.420.202
22010074;CLUB MINNIE;centroeducativo@clubminnie.com;974.246.490
50001180;ACADEMIA DE LOGÍSTICA DEL EJÉRCITO DE TI;alogisticacalatayud@educa.aragon.es;876.633.000
50000850;CAMPO DE BORJA;cpcbborja@educa.aragon.es;976.867.217
50007133;NTRA. SRA. DEL CARMEN;nscarmen@colegiosfec.com;976.221.439
50007157;NTRA. SRA. DEL CARMEN Y SAN JOSÉ;elcarmenysanjose@hijascaridadee.org;976.430.505
50007194;NTRA. SRA. DE LA MERCED;administracion@zaragoza.femlamerced.org;976.276.583
50010041;PEDRO CERRADA;iesutebo@educa.aragon.es;976.774.255
50017552;DE TAUSTE;oficinas.tauste@dpz.es;976.854.001
50017564;DE SANTA ENGRACIA;santaengracia@dpz.es;976.856.713
22000721;ALTO ARAGÓN;cpaabarbastro@educa.aragon.es;974.311.976
22000731;LA MERCED;cplmbarbastro@educa.aragon.es;974.306.275
22000767;SAN VICENTE DE PAÚL;svpaulbar@planalfa.es;974.310.295
22000779;SAN JOSÉ DE CALASANZ;sjcalasanzbar@escolapiosemaus.org;974.314.331
22000809;HERMANOS ARGENSOLA;ieshabarbastro@educa.aragon.es;974.311.738
22002119;SANTIAGO APÓSTOL;cpsaphuesca@educa.aragon.es;974.390.203
22002156;JOAQUÍN COSTA;cpjcgraus@educa.aragon.es;974.540.118
50008186;RAMÓN PIGNATELLI;secretaria@iespignatelli.es;976.333.878
50008198;GOYA;iesgoyzaragoza@educa.aragon.es;976.557.023
50001301;SANTO CRISTO DE SANTIAGO;cpcarinena@educa.aragon.es;976.620.896
50001349;JOAQUÍN COSTA;iescarinena@educa.aragon.es;976.620.120
50001350;COMPROMISO DE CASPE;cpcccaspe@educa.aragon.es;976.630.569
50001362;SANTA ANA;colegio@santaanacaspe.com;976.630.396
44002221;SAN MIGUEL;cpsmmora@educa.aragon.es;978.800.192
50006207;CALIXTO ARIÑO-HILARIO VAL;cpcarzaragoza@educa.aragon.es;976.413.997
50006219;EMILIO MORENO CALVETE;cpemczaragoza@educa.aragon.es;976.531.938
50006220;HILARIÓN GIMENO;cphgizaragoza@educa.aragon.es;976.399.138
50006232;JUAN XXIII;cpjxizaragoza@educa.aragon.es;976.337.478
50001064;BALTASAR GRACIÁN;cpbgcalatayud@educa.aragon.es;976.881.652
50001076;FRANCISCO DE GOYA;cpfgcalatayud@educa.aragon.es;976.882.696
50001672;LUCIO FABIO SEVERO;cpchiprana@educa.aragon.es;976.637.250
50001702;PEDRO SÁNCHEZ CIRUELO;cpscdaroca@educa.aragon.es;976.800.879
50001738;PUERTA DE ZARAGOZA;ehdaroca@educa.aragon.es;976.800.233
50001763;CERVANTES;cpcervantesejea@educa.aragon.es;976.661.511
50001775;FERRER Y RACAJ;cpfrejea@educa.aragon.es;976.662.766
50001799;NTRA. SRA. DE LAS MERCEDES;direccion@mercedariasejea.com;976.663.636
50001829;E.F.A. BOALARES;boalares@efasdearagon.es;976.661.456
50001830;REYES CATÓLICOS;iesrcejea@educa.aragon.es;976.660.645
50003838;SANTA MARÍA DE LA ESPERANZA;smesperanzape@planalfa.es;976.165.047
50003851;MIGUEL ARTIGAS;cppinseque@educa.aragon.es;976.617.373
50003863;E.F.A. LA NORIA;lanoria@efasdearagon.org;976.617.155
50002329;MARÍA DOMÍNGUEZ;cpgallur@educa.aragon.es;976.864.845
50002433;SAN JORGE;cpherrera@educa.aragon.es;976.143.106
50004031;FERNANDO EL CATÓLICO;cpquinto@educa.aragon.es;976.177.302
50004430;SUBPRADEL;cpsobradiel@educa.aragon.es;976.139.116
50004053;ALFREDO MUIÑOS;cpremolinos@educa.aragon.es;976.618.356
50004843;MONTES DEL CASTELLAR;cptorresb@educa.aragon.es;976.653.110
50005896;ANA MAYAYO;cpamazaragoza@educa.aragon.es;976.332.797
50005902;ANDRÉS MANJÓN;cpamanzaragoza@educa.aragon.es;976.331.728
50005914;RECARTE Y ORNAT;cpryozaragoza@educa.aragon.es;976.352.338
50005926;CÁNDIDO DOMINGO;cpcdozaragoza@educa.aragon.es;976.293.812
50005951;DOMINGO MIRAL;cpdmizaragoza@educa.aragon.es;976.275.628
50005963;FERNANDO EL CATÓLICO;cpfeczaragoza@educa.aragon.es;976.332.032
50005975;GASCÓN Y MARÍN;cpgymzaragoza@educa.aragon.es;976.231.960
44001706;LUIS TURÓN;cplthijar@educa.aragon.es;978.820.104
44003715;VICENTE FERRER RAMOS;cpvfvalderrobres@educa.aragon.es;978.850.655
50011252;ZAURÍN;iesateca@educa.aragon.es;976.842.110
50011264;DE ZARAGOZA;cpmzaragoza@educa.aragon.es;976.201.928
50011288;CASTILLO QADRIT;cpicastilloqadrit@educa.aragon.es;976.125.079
50011291;LAS VIÑAS;crafuendejalon@educa.aragon.es;976.862.131
50011306;MATEO VALERO;cpalfamen@educa.aragon.es;976.626.060
50011318;PUERTA DE ARAGÓN;craariza@educa.aragon.es;976.845.271
50011321;L' ALBADA;crabujaraloz@educa.aragon.es;976.173.170
50011331;MARÍA MOLINER;craburgo@educa.aragon.es;976.105.253
50011343;FABARA-NONASPE DOS AGUAS;crafabara@educa.aragon.es;976.635.044
50007327;EL PILAR-MARISTAS;secretaria@elpilarmaristas.org;976.519.655
50007352;POMPILIANO;pompiliano@fe-escolapias.org;976.276.492
50007376;LA PURÍSIMA PARA NIÑOS SORDOS;lpurisimansz@planalfa.es;976.552.749
50007388;LA PURÍSIMA Y SAN ANTONIO;colegio@lapurisimaysanantonio.es;976.202.253
50007728;SAN VICENTE DE PAÚL;svpaulz@planalfa.es;976.291.525
50009178;PABLO GARGALLO;iespagazaragoza@educa.aragon.es;976.385.012
50009208;TORRE RAMONA;cptrazaragoza@educa.aragon.es;976.418.477
50009211;FÉLIX DE AZARA;iesfazzaragoza@educa.aragon.es;976.347.690
50009221;SANTA AGATOCLIA;colegiosantaagatoclia@gmail.com;974.464.211
50009324;O.S.C.U.S.;zaragoza-es@oscus.org;976.281.996
22005960;SOMONTANO;cpeabarbastro@educa.aragon.es;974.306.433
44000799;RICARDO MALLÉN;cprmcalamocha@educa.aragon.es;978.730.234
22000251;JOSÉ MANUEL BLECUA;cpalcolea@educa.aragon.es;974.468.585
22000299;SANTOS SAMPER SARASA;cpssalmudevar@educa.aragon.es;974.250.218
44002061;VALERO SERRANO;cpvsmasmatas@educa.aragon.es;978.848.087
44002152;NTRA. SRA. DEL PILAR;cpspmonreal@educa.aragon.es;978.864.530
44002191;COMARCA CUENCAS MINERAS;cpmontalban@educa.aragon.es;978.750.285
50004879;TOSOS;cptosos@educa.aragon.es;976.147.022
50004946;DE UNDUÉS DE LERDA;ceipunduesdelerda@educa.aragon.es;948.888.217
44005001;CUENCA MINERA;cpeamontalban@educa.aragon.es;978.750.358
44005050;VIRGEN DE LOS PUEYOS;ssaenz@alcaniz.es;978.834.967
44005062;MATARRANYA;cracalaceit@educa.aragon.es;978.851.339
44005074;CUNA DEL JILOCA;crastaeulalia@educa.aragon.es;978.860.779
44005098;DAMIÁN FORMENT;iesalcorisate@educa.aragon.es;978.840.734
50002457;BENEDICTO XIII;cpbxillueca@educa.aragon.es;976.820.227
50002512;RAMÓN Y CAJAL;cplajoyosa@educa.aragon.es;976.651.155
22003343;SAN GREGORIO;cpontinena@educa.aragon.es;974.468.552
50002810;VIRGEN DEL PORTAL;cpmaella@educa.aragon.es;976.638.065
50017591;ENCLAVE DE AR-T;administrador@enclavedeart.com;976.134.485
50017539;LOS VIENTOS;einfantil-vientos@zaragoza.es;976.515.750
50017278;ESCUELA DE MÚSICA;ayuntamiento@pinadeebro.es;976.165.007
50017281;JOSÉ DE NEBRA;esmusica@calatayud.es;976.885.924
50018854;MAGIC FOREST;ceimagicforest@yahoo.com;691.963.960
50018571;LA JOTA 2;ceilajota@yahoo.es;976.475.008
22010578;NINONES;ninones2006@yahoo.es;974.502.416
22010591;DE CANAL DE BERDÚN;aytocanaldeberdun@aragon.es;974.371.927
50018866;MONIGOTES;info@monigoteszaragoza.com;976.551.126
22010712;PIRÁMIDE;cpifppiramide@educa.aragon.es;974.210.102
44010537;BAJO ARAGÓN;cpifpbajoaragon@educa.aragon.es;978.831.063
50018556;LUIS MANUEL GARCÍA URREA;administracion@montessorifp.com;976.306.100
22010608;DE VILLANÚA;aytovillanua@aragon.es;974.378.004
50018714;GARNACHICA;ainzon@dpz.es;976.868.069
50018726;LA SOLANA;administracion@aytoateca.es;976.842.005
22010566;DE BALLOBAR;aytoballobar@aragon.es;974.461.288
50018738;DE LECIÑENA;mjlabrador@monegros.net;976.166.146
50018741;DE PERDIGUERA;mjlabrador@monegros.net;976.168.965
22010611;DE ROBRES;mjlabrador@monegros.net;974.392.121
22010621;DE FRULA;mjlabrador@monegros.net;974.392.763
22010633;DE LALUEZA;mjlabrador@monegros.net;974.391.276
44010409;DE SARRIÓN;ayuntamiento@sarrion.es;606.357.231
44010410;DE VILLARQUEMADO;ayuntamiento@villarquemado.es;978.867.314
44010422;DE LA PUEBLA DE HÍJAR;aytopuebladehijar@aragon.es;978.826.202
44000829;VIRGEN DEL PILAR;cpvpcalanda@educa.aragon.es;978.846.109
22004104;LA LAGUNA;cpsarinena@educa.aragon.es;974.571.314
22004888;BAJO CINCA;iesbcfraga@educa.aragon.es;974.453.860
22004891;BIELLO ARAGÓN;iesbasabinanigo@educa.aragon.es;974.482.682
22004906;PEDRO I;cpp1barbastro@educa.aragon.es;974.312.521
22004189;ALBERTO GALINDO;cpsena@educa.aragon.es;974.578.345
44003028;DE SAN BLAS;ifpeteruel@educa.aragon.es;978.618.820
44003041;LA SALLE-SAN JOSÉ;colegioteruel@lasallevp.es;978.617.178
22001875;MIGUEL SERVET;cpmsfraga@educa.aragon.es;974.470.498
22001887;SAN JOSÉ DE CALASANZ;cpjcfraga@educa.aragon.es;974.472.706
22001899;SANTA ANA;csantanafraga@gmail.com;974.471.862
22001905;LITERA;cplitera@educa.aragon.es;974.470.430
22001917;RAMÓN J. SENDER;iesrsfraga@educa.aragon.es;974.470.144
22005200;PEDRO J. RUBIO;cppjrhuesca@educa.aragon.es;974.229.312
22005212;DE HUESCA;eoihuesca@educa.aragon.es;974.240.299
22005224;PILAR BAYONA;escuelamusica@aytojaca.es;974.355.528
22005340;VALLE DEL GUARGA;cpaineto@educa.aragon.es;974.337.950
22004566;COLLARADA;cpvillanua@educa.aragon.es;974.378.043
22004578;MIGUEL SERVET;cpvillanuevas@educa.aragon.es;974.578.420
50005011;MIGUEL ARTAZOS TAMÉ;cpmautebo@educa.aragon.es;976.771.128
50004326;DANIEL FEDERIO;cpsastago@educa.aragon.es;976.178.100
22005364;ESCUELA DE MÚSICA;escmusica@binefar.es;974.429.785
22004943;NUESTRA SEÑORA DE GUAYENTE;escuelahosteleria@guayente.info;974.551.327
22004955;MIGUEL HERNÁNDEZ;cpeahuesca@educa.aragon.es;974.241.504
22005479;LITERA;cpeatamarite@educa.aragon.es;974.421.919
22005911;INSTITUTO MUSICAL COMARCAL;imusical@fraga.org;974.470.989
22002341;SANCHO RAMÍREZ;cpsrahuesca@educa.aragon.es;974.242.483
22002351;SAN VICENTE;cpsvihuesca@educa.aragon.es;974.220.625
22002016;LA FUEVA;cptierrantona@educa.aragon.es;974.507.141
50010454;ADAGIO;estudioadagio@hotmail.com;976.232.601
22003100;SAN GINÉS;cplupinen@educa.aragon.es;974.270.024
22002491;MONTEARAGÓN;cpifpmontearagon@educa.aragon.es;974.242.673
22002508;RAMÓN Y CAJAL;iesrychuesca@educa.aragon.es;974.220.436
22002511;PIRÁMIDE;iespirhuesca@educa.aragon.es;974.210.012
22002521;SIERRA DE GUARA;iessguhuesca@educa.aragon.es;974.243.477
22002569;ALCORAZ;cpalchuesca@educa.aragon.es;974.210.308
50018684;LOS ZAGALES;A_villafranca@terra.es;976.167.001
44010550;DE LA MATA DE LOS OLMOS;aytolamata@yahoo.es;978.849.154
22010645;ARBOLEDA;mjlabrador@monegros.net;974.391.276
22010657;DE LANAJA;mjlabrador@monegros.net;974.391.276
22010669;DE GRAÑÉN;mjlabrador@monegros.net;974.390.252
22010670;DE SARIÑENA;mjlabrador@monegros.net;669.194.527
50018763;DE COSUENDA;cosuenda@dpz.es;976.627.081
50018775;SAN JUAN BAUTISTA;;
50018787;ARCO-IRIS;magjulia@telefonica.net;976.858.101
22010694;CLARA CAMPOAMOR;escuelainfantil@monzon.es;974.415.296
50018799;DE PEDROLA;;
50018805;POMPITAS;sanmateo@dpz.es;976.684.180
44010525;DE TERUEL (VILLASPESA);educacion@teruel.net;978.221.640
22010682;DE ALCUBIERRE;aytoalcubierre@aragon.es;974.574.263
22010581;LA CASITA BLANCA;casitablanca@hotmail.es;974.372.041
50010387;ALBORADA;cpeealborada@gmail.com;976.510.520
22006061;PATI;ceipatifraga@gmail.com;974.473.568
22006083;PIRÁMIDE;iesalmudevar@educa.aragon.es;974.250.266
22006095;DE CASTEJÓN DE SOS;iescastejons@educa.aragon.es;974.553.308
22006101;MONTES NEGROS;iesgranen@educa.aragon.es;974.390.303
22006113;CINCA-ALCANADRE;iesalcolea@educa.aragon.es;974.468.236
22006125;BIELLO ARAGÓN;jefaturabiescas@iesbielloaragon.es;974.495.634
22006137;VALLE DE BENASQUE;cesbenasque@hotmail.com;974.552.107
22010013;DE SALLENT DE GÁLLEGO;guardesallent@hotmail.com;974.488.274
22010025;DE MONZÓN;eoimonzon@educa.aragon.es;974.470.144
44004598;MATARRAÑA;iesvalderrobres@educa.aragon.es;978.850.647
44004604;ESCUELA DE MÚSICA Y DANZA DE ANDORRA;unipop@andorra.infonegocio.com;978.844.200
44004616;MAESTRAZGO GÚDAR;cramosqueruela@educa.aragon.es;978.805.218
44004628;TURIA;crasanblas@educa.aragon.es;978.617.557
44004653;PABLO SERRANO;iesandorra@educa.aragon.es;978.842.162
44004665;SALVADOR VICTORIA;iesmonreal@educa.aragon.es;978.863.511
44004689;GOYA;cracaminreal@educa.aragon.es;978.862.015
50018911;LA CUEVA ENCANTADA;escuelainfantilalfajarin@hotmail.com;976.101.234
22002843;MONEGROS NORTE;cralanaja@educa.aragon.es;974.574.245
44010434;PRIMEROS PASOS;scd@infonegocio.com;978.730.825
22700145;BUBAL-PROGRAMA PUEBLOS ABANDONADOS;ppabubal@educa.aragon.es;974.487.164
44010148;SANTA BÁRBARA;a.castelseras@mezquin.com;978.877.340
22010748;SANTA CATALINA;eisantacatalina@hotmail.com;974.469.912
50018829;CORONA DE ARAGÓN;cpifpcorona@educa.aragon.es;976.467.000
50018817;CATALINA DE ARAGÓN;ceipcatalinadearagon@educa.aragon.es;976.506.811
50002007;GASPAR REMIRO;cpepila@educa.aragon.es;976.603.990
50017321;BALLARÍN GAY;eeipinseque@gmail.com;976.617.198
50017345;EL MANZANO;info@ceielmanzano.com;976.063.063
50017369;ANGEL RIVIÈRE;ceeangelriviere@gmail.com;976.493.903
50017400;PABLO NASSARRE;;976.250.848
50017412;ESCUELA DE MÚSICA;cultura.almunia@telefonica.net;976.601.085
50006633;COMPAÑÍA DE MARÍA;secretaria@ciamariaz.org;976.221.863
50006669;CRISTO REY;cristorey@escolapiosemaus.org;976.514.422
50006670;LENGUATRAPO;luxia83@hotmail.com;976.516.601
50006682;DIVINA PASTORA;colegio.divinapastora@hotmail.com;976.271.042
50006700;DON BOSCO;donbosco@colegiodonbosco.es;976.396.619
50006736;LYCÉE FRANÇAIS MOLIÈRE;moliere-zaragoza@lyceemoliere.com;976.525.444
50011771;GARRAPINIÑOS;mamen.mp@hotmail.com;976.780.921
50011471;DE LA ALMUNIA DE DOÑA GODINA;cepaalmunia@educa.aragon.es;976.812.546
50011483;DE DAROCA;epadaroca@gmail.com;976.800.548
50011495;CONSERVATORIO MUNICIPAL ELEMENTAL MÚSICA;conservatoriomusica@zaragoza.es;976.724.960
50011513;TUBALCAÍN;iestarazona@educa.aragon.es;976.642.915
50011525;MIGUEL CATALÁN;iesmcazaragoza@educa.aragon.es;976.402.004
50011537;RINCÓN DE GOYA;ceergzaragoza@educa.aragon.es;976.255.545
50011549;ESCUELA DE MÚSICA Y DANZA;escuelamusica@zaragoza.es;976.721.799
50011550;RAMÓN Y CAJAL;iesryczaragoza@educa.aragon.es;976.405.180
50008277;JERÓNIMO ZURITA;iesjerzaragoza@educa.aragon.es;976.353.361
50008289;PEDRO DE LUNA;iespluzaragoza@educa.aragon.es;976.290.249
50008332;ROMAREDA;director@colegioromareda.com;976.562.017
50008344;ESCOLANÍA INFANTES DEL PILAR;sec.infantes@gmail.com;976.298.273
50008654;CEFOR IZQUIERDO;ciclos@izquierdofp.es;976.486.271
