ensenanza,curso,codmodalidad,modalidad,turno,exp,sexo,codcentro,centro,provincia,localidad,nmatriculado
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20070000157876,Mujer,22005121,SAN LORENZO,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20070000252564,Mujer,50010156,MIRALBUENO,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20070000254369,Hombre,22005121,SAN LORENZO,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20080000297013,Hombre,22004943,NTRA. SRA. DE GUAYENTE,Huesca,Sahún,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20090000338762,Hombre,22004943,NTRA. SRA. DE GUAYENTE,Huesca,Sahún,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20100000341564,Hombre,22004943,NTRA. SRA. DE GUAYENTE,Huesca,Sahún,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20110000361756,Mujer,50010156,MIRALBUENO,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20140000419026,Mujer,50010156,MIRALBUENO,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20150000434070,Mujer,22005121,SAN LORENZO,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20160000454032,Mujer,22005121,SAN LORENZO,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20160000456111,Mujer,22005121,SAN LORENZO,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20170000474426,Hombre,44010011,ESCUELA DE HOSTELERÍA DE TERUEL,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20180000488130,Mujer,22004943,NTRA. SRA. DE GUAYENTE,Huesca,Sahún,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20180000488175,Hombre,22004943,NTRA. SRA. DE GUAYENTE,Huesca,Sahún,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20180000488860,Hombre,44010011,ESCUELA DE HOSTELERÍA DE TERUEL,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20180000490758,Mujer,22005121,SAN LORENZO,Huesca,Huesca,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,HOT203,Servicios en Restauración,Diurno,20180000491368,Hombre,22004943,NTRA. SRA. DE GUAYENTE,Huesca,Sahún,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IEX201,Técnico en Excavaciones y Sondeos,Diurno,20030000223402,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IEX201,Técnico en Excavaciones y Sondeos,Diurno,20040000164973,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IEX201,Técnico en Excavaciones y Sondeos,Diurno,20160000451341,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IEX201,Técnico en Excavaciones y Sondeos,Diurno,20170000472905,Hombre,50019147,FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN,Zaragoza,Villanueva de Gállego,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20020000253425,Hombre,50001167,LEONARDO DE CHABACIER,Zaragoza,Calatayud,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000006414,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000006618,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000006918,Hombre,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000007144,Hombre,50010491,SANTIAGO HERNÁNDEZ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000008076,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000008596,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000009456,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000009591,Hombre,50008770,RÍO ARBA,Zaragoza,Tauste,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000009854,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000010109,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000010505,Hombre,50010491,SANTIAGO HERNÁNDEZ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000011836,Hombre,50007236,SALESIANO NTRA. SRA.DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000012017,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000012975,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000013502,Hombre,50007236,SALESIANO NTRA. SRA.DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000014300,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000014712,Hombre,50007236,SALESIANO NTRA. SRA.DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000015027,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000015090,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000015101,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000017364,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000115901,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000116178,Hombre,50001167,LEONARDO DE CHABACIER,Zaragoza,Calatayud,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000118720,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000138787,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000145370,Hombre,50010491,SANTIAGO HERNÁNDEZ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000172850,Hombre,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000173354,Mujer,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000173428,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000184794,Hombre,50008770,RÍO ARBA,Zaragoza,Tauste,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000185444,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000189146,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000201949,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000203392,Hombre,50001167,LEONARDO DE CHABACIER,Zaragoza,Calatayud,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000205083,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000207669,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000209259,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000213992,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000214108,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000220761,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000224547,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000235198,Hombre,50007236,SALESIANO NTRA. SRA.DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000237330,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000242602,Hombre,50008770,RÍO ARBA,Zaragoza,Tauste,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000245572,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000246028,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000254161,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000265596,Hombre,50001167,LEONARDO DE CHABACIER,Zaragoza,Calatayud,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000267171,Mujer,50010491,SANTIAGO HERNÁNDEZ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000267895,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000274213,Hombre,50008770,RÍO ARBA,Zaragoza,Tauste,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000274454,Hombre,50008770,RÍO ARBA,Zaragoza,Tauste,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000276965,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000278363,Hombre,50008770,RÍO ARBA,Zaragoza,Tauste,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000278741,Hombre,50008770,RÍO ARBA,Zaragoza,Tauste,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000279995,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000280472,Hombre,22003902,SAN ALBERTO MAGNO,Huesca,Sabiñánigo,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000280687,Hombre,22003902,SAN ALBERTO MAGNO,Huesca,Sabiñánigo,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20030000284065,Hombre,50010491,SANTIAGO HERNÁNDEZ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000146199,Hombre,50007236,SALESIANO NTRA. SRA.DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000153531,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000155307,Hombre,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000155328,Hombre,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000163840,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000170397,Hombre,50008770,RÍO ARBA,Zaragoza,Tauste,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000170734,Hombre,50008770,RÍO ARBA,Zaragoza,Tauste,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000170973,Hombre,50007236,SALESIANO NTRA. SRA.DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000171164,Mujer,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000171166,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000171271,Mujer,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000171755,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000171786,Mujer,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000171851,Hombre,50010491,SANTIAGO HERNÁNDEZ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000172273,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000172640,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000172701,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000172784,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000173120,Mujer,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000173351,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000173458,Hombre,50001167,LEONARDO DE CHABACIER,Zaragoza,Calatayud,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000175090,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000176214,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000176338,Hombre,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000176568,Hombre,50007236,SALESIANO NTRA. SRA.DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000177105,Hombre,50007236,SALESIANO NTRA. SRA.DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000177169,Hombre,22003902,SAN ALBERTO MAGNO,Huesca,Sabiñánigo,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000177436,Hombre,22003902,SAN ALBERTO MAGNO,Huesca,Sabiñánigo,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000177859,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000178622,Hombre,50001167,LEONARDO DE CHABACIER,Zaragoza,Calatayud,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000178660,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000179528,Hombre,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000180285,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000180628,Hombre,22003902,SAN ALBERTO MAGNO,Huesca,Sabiñánigo,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000180644,Hombre,22003902,SAN ALBERTO MAGNO,Huesca,Sabiñánigo,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000180768,Hombre,22003902,SAN ALBERTO MAGNO,Huesca,Sabiñánigo,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000181039,Hombre,22003902,SAN ALBERTO MAGNO,Huesca,Sabiñánigo,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000181098,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000181481,Hombre,50001167,LEONARDO DE CHABACIER,Zaragoza,Calatayud,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000181595,Hombre,50001167,LEONARDO DE CHABACIER,Zaragoza,Calatayud,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000181736,Hombre,50010491,SANTIAGO HERNÁNDEZ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000182228,Hombre,22003902,SAN ALBERTO MAGNO,Huesca,Sabiñánigo,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000182684,Hombre,22003902,SAN ALBERTO MAGNO,Huesca,Sabiñánigo,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000182795,Hombre,44003223,SEGUNDO DE CHOMÓN,Teruel,Teruel,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000183115,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000184010,Hombre,50010491,SANTIAGO HERNÁNDEZ,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000184048,Hombre,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000318228,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000323695,Hombre,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000343605,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000343656,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000345636,Hombre,50007236,SALESIANO NTRA. SRA.DEL PILAR,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000347441,Hombre,22003288,JOSÉ MOR DE FUENTES,Huesca,Monzón,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000351191,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000351296,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000351326,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000351774,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000355230,Hombre,50010314,LOS ENLACES,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000362496,Hombre,22003902,SAN ALBERTO MAGNO,Huesca,Sabiñánigo,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000381810,Hombre,50006581,COLEGIO MONTESSORI,Zaragoza,Zaragoza,1
Ciclos Formativos de Formación Profesional de Grado Medio,2,IFC201,Sistemas Microinformáticos y Redes,Diurno,20040000381876,Hombre,44010537,BAJO ARAGÓN,Teruel,Alcañiz,1
