"codigo":"ACA301","denominacion":"Gestión y Organización de Empresas Agropecuarias","grado":" "-n-"codigo":"MONTEARAGÓN","tipo":"Centro público"
"codigo":"HOT304","denominacion":"Dirección de Servicios de Restauración","grado":"SUPERIOR "-n-"codigo":"SAN LORENZO","tipo":"Centro público"
"codigo":"HOT304","denominacion":"Dirección de Servicios de Restauración","grado":"SUPERIOR "-n-"codigo":"ESCUELA DE HOSTELERÍA DE TERUEL","tipo":"Centro público"
"codigo":"HOT304","denominacion":"Dirección de Servicios de Restauración","grado":"SUPERIOR "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"HOT305","denominacion":"Dirección de Cocina","grado":"Superior "-n-"codigo":"SAN LORENZO","tipo":"Centro público"
"codigo":"HOT305","denominacion":"Dirección de Cocina","grado":"Superior "-n-"codigo":"ESCUELA DE HOSTELERÍA DE TERUEL","tipo":"Centro público"
"codigo":"HOT305","denominacion":"Dirección de Cocina","grado":"Superior "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"IEX201","denominacion":"Técnico en Excavaciones y Sondeos","grado":"MEDIO "-n-"codigo":"FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN","tipo":"Centro privado"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"SIERRA DE GUARA","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"JOSÉ MOR DE FUENTES","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"SAN ALBERTO MAGNO","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"BAJO ARAGÓN","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"PABLO SERRANO","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"SEGUNDO DE CHOMÓN","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"LEONARDO DE CHABACIER","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"RÍO ARBA","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"CEFOR IZQUIERDO","tipo":"Centro privado"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"SALESIANO NTRA. SRA.DEL PILAR","tipo":"Centro privado"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"SANTIAGO HERNÁNDEZ","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"TIEMPOS MODERNOS","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"COLEGIO MONTESSORI","tipo":"Centro privado"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IFC201","denominacion":"Sistemas Microinformáticos y Redes","grado":"MEDIO "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IFC301","denominacion":"Administración de Sistemas Informáticos en Red","grado":"SUPERIOR "-n-"codigo":"SIERRA DE GUARA","tipo":"Centro público"
"codigo":"IFC301","denominacion":"Administración de Sistemas Informáticos en Red","grado":"SUPERIOR "-n-"codigo":"JOSÉ MOR DE FUENTES","tipo":"Centro público"
"codigo":"IFC301","denominacion":"Administración de Sistemas Informáticos en Red","grado":"SUPERIOR "-n-"codigo":"PABLO SERRANO","tipo":"Centro público"
"codigo":"IFC301","denominacion":"Administración de Sistemas Informáticos en Red","grado":"SUPERIOR "-n-"codigo":"PABLO SERRANO","tipo":"Centro público"
"codigo":"IFC301","denominacion":"Administración de Sistemas Informáticos en Red","grado":"SUPERIOR "-n-"codigo":"SEGUNDO DE CHOMÓN","tipo":"Centro público"
"codigo":"IFC301","denominacion":"Administración de Sistemas Informáticos en Red","grado":"SUPERIOR "-n-"codigo":"ACADEMIA MARCO","tipo":"Centro privado"
"codigo":"IFC301","denominacion":"Administración de Sistemas Informáticos en Red","grado":"SUPERIOR "-n-"codigo":"TIEMPOS MODERNOS","tipo":"Centro público"
"codigo":"IFC301","denominacion":"Administración de Sistemas Informáticos en Red","grado":"SUPERIOR "-n-"codigo":"COLEGIO MONTESSORI","tipo":"Centro privado"
"codigo":"IFC301","denominacion":"Administración de Sistemas Informáticos en Red","grado":"SUPERIOR "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"SIERRA DE GUARA","tipo":"Centro público"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"BAJO ARAGÓN","tipo":"Centro público"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"PABLO SERRANO","tipo":"Centro público"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"EMILIO JIMENO","tipo":"Centro público"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"TUBALCAÍN","tipo":"Centro público"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"SAN VALERO","tipo":"Centro privado"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"CEFOR IZQUIERDO","tipo":"Centro privado"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"SALESIANO NTRA. SRA.DEL PILAR","tipo":"Centro privado"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"SANTIAGO HERNÁNDEZ","tipo":"Centro público"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"COLEGIO MONTESSORI","tipo":"Centro privado"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IFC302","denominacion":"Desarrollo de Aplicaciones Multiplataforma","grado":"SUPERIOR "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IFC303","denominacion":"Desarrollo de Aplicaciones WEB","grado":"SUPERIOR "-n-"codigo":"BAJO ARAGÓN","tipo":"Centro público"
"codigo":"IFC303","denominacion":"Desarrollo de Aplicaciones WEB","grado":"SUPERIOR "-n-"codigo":"SANTIAGO HERNÁNDEZ","tipo":"Centro público"
"codigo":"IFC303","denominacion":"Desarrollo de Aplicaciones WEB","grado":"SUPERIOR "-n-"codigo":"COLEGIO MONTESSORI","tipo":"Centro privado"
"codigo":"IFC303","denominacion":"Desarrollo de Aplicaciones WEB","grado":"SUPERIOR "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IFC303","denominacion":"Desarrollo de Aplicaciones WEB","grado":"SUPERIOR "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IMA201","denominacion":"Mantenimiento Electromecánico","grado":"MEDIO "-n-"codigo":"PIRÁMIDE","tipo":"Centro público"
"codigo":"IMA201","denominacion":"Mantenimiento Electromecánico","grado":"MEDIO "-n-"codigo":"PIRÁMIDE","tipo":"Centro público"
"codigo":"IMA201","denominacion":"Mantenimiento Electromecánico","grado":"MEDIO "-n-"codigo":"FERNANDO LÁZARO CARRETER","tipo":"Centro público"
"codigo":"IMA201","denominacion":"Mantenimiento Electromecánico","grado":"MEDIO "-n-"codigo":"SALESIANOS LAVIAGA-CASTILLO","tipo":"Centro privado"
"codigo":"IMA201","denominacion":"Mantenimiento Electromecánico","grado":"MEDIO "-n-"codigo":"CINCO VILLAS","tipo":"Centro público"
"codigo":"IMA201","denominacion":"Mantenimiento Electromecánico","grado":"MEDIO "-n-"codigo":"SIGLO XXI","tipo":"Centro público"
"codigo":"IMA201","denominacion":"Mantenimiento Electromecánico","grado":"MEDIO "-n-"codigo":"TUBALCAÍN","tipo":"Centro público"
"codigo":"IMA201","denominacion":"Mantenimiento Electromecánico","grado":"MEDIO "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"IMA202","denominacion":"Instalaciones Frigoríficas y de Climatización","grado":"MEDIO "-n-"codigo":"SIERRA DE SAN QUÍLEZ","tipo":"Centro público"
"codigo":"IMA202","denominacion":"Instalaciones Frigoríficas y de Climatización","grado":"MEDIO "-n-"codigo":"SALVADOR VICTORIA","tipo":"Centro público"
"codigo":"IMA202","denominacion":"Instalaciones Frigoríficas y de Climatización","grado":"MEDIO "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"IMA202","denominacion":"Instalaciones Frigoríficas y de Climatización","grado":"MEDIO "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"IMA203","denominacion":"Instalaciones de Producción de Calor","grado":"MEDIO "-n-"codigo":"SIERRA DE SAN QUÍLEZ","tipo":"Centro público"
"codigo":"IMA203","denominacion":"Instalaciones de Producción de Calor","grado":"MEDIO "-n-"codigo":"SALVADOR VICTORIA","tipo":"Centro público"
"codigo":"IMA203","denominacion":"Instalaciones de Producción de Calor","grado":"MEDIO "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"IMA203","denominacion":"Instalaciones de Producción de Calor","grado":"MEDIO "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"IMA301","denominacion":"Mantenimiento de Instalaciones Térmicas y de Fluidos","grado":"SUPERIOR "-n-"codigo":"PIRÁMIDE","tipo":"Centro público"
"codigo":"IMA301","denominacion":"Mantenimiento de Instalaciones Térmicas y de Fluidos","grado":"SUPERIOR "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"IMA302","denominacion":"Mecatrónica Industrial","grado":"SUPERIOR "-n-"codigo":"FERNANDO LÁZARO CARRETER","tipo":"Centro público"
"codigo":"IMA302","denominacion":"Mecatrónica Industrial","grado":"SUPERIOR "-n-"codigo":"SALESIANOS LAVIAGA-CASTILLO","tipo":"Centro privado"
"codigo":"IMA302","denominacion":"Mecatrónica Industrial","grado":"SUPERIOR "-n-"codigo":"EMILIO JIMENO","tipo":"Centro público"
"codigo":"IMA302","denominacion":"Mecatrónica Industrial","grado":"SUPERIOR "-n-"codigo":"CINCO VILLAS","tipo":"Centro público"
"codigo":"IMA302","denominacion":"Mecatrónica Industrial","grado":"SUPERIOR "-n-"codigo":"SIGLO XXI","tipo":"Centro público"
"codigo":"IMA302","denominacion":"Mecatrónica Industrial","grado":"SUPERIOR "-n-"codigo":"TUBALCAÍN","tipo":"Centro público"
"codigo":"IMA302","denominacion":"Mecatrónica Industrial","grado":"SUPERIOR "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"IMA302","denominacion":"Mecatrónica Industrial","grado":"SUPERIOR "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"IMP202","denominacion":"Estética y belleza","grado":"MEDIO "-n-"codigo":"CINCO VILLAS","tipo":"Centro público"
"codigo":"IMP202","denominacion":"Estética y belleza","grado":"MEDIO "-n-"codigo":"SANTIAGO HERNÁNDEZ","tipo":"Centro público"
"codigo":"IMP202","denominacion":"Estética y belleza","grado":"MEDIO "-n-"codigo":"SANTIAGO HERNÁNDEZ","tipo":"Centro público"
"codigo":"IMP202","denominacion":"Estética y belleza","grado":"MEDIO "-n-"codigo":"ARTE-MISS ZARAGOZA, CENTRO 1","tipo":"Centro privado"
"codigo":"IMP203","denominacion":"Peluquería y Cosmética Capilar","grado":"MEDIO "-n-"codigo":"SIERRA DE SAN QUÍLEZ","tipo":"Centro público"
"codigo":"IMP203","denominacion":"Peluquería y Cosmética Capilar","grado":"MEDIO "-n-"codigo":"SEGUNDO DE CHOMÓN","tipo":"Centro público"
"codigo":"IMP203","denominacion":"Peluquería y Cosmética Capilar","grado":"MEDIO "-n-"codigo":"CINCO VILLAS","tipo":"Centro público"
"codigo":"IMP203","denominacion":"Peluquería y Cosmética Capilar","grado":"MEDIO "-n-"codigo":"SANTIAGO HERNÁNDEZ","tipo":"Centro público"
"codigo":"IMP203","denominacion":"Peluquería y Cosmética Capilar","grado":"MEDIO "-n-"codigo":"SANTIAGO HERNÁNDEZ","tipo":"Centro público"
"codigo":"IMP203","denominacion":"Peluquería y Cosmética Capilar","grado":"MEDIO "-n-"codigo":"ARTE-MISS ZARAGOZA, CENTRO 1","tipo":"Centro privado"
"codigo":"IMP301","denominacion":"Asesoría de Imagen Personal y corporativa","grado":"SUPERIOR "-n-"codigo":"SANTIAGO HERNÁNDEZ","tipo":"Centro público"
"codigo":"IMP302","denominacion":"Estética Integral y Bienestar","grado":"SUPERIOR "-n-"codigo":"SANTIAGO HERNÁNDEZ","tipo":"Centro público"
"codigo":"IMP303","denominacion":"Estilismo y dirección de peluquería","grado":"SUPERIOR "-n-"codigo":"SANTIAGO HERNÁNDEZ","tipo":"Centro público"
"codigo":"IMS202","denominacion":"Video, disc-jockey y sonido","grado":"MEDIO "-n-"codigo":"RAMÓN Y CAJAL","tipo":"Centro público"
"codigo":"IMS202","denominacion":"Video, disc-jockey y sonido","grado":"MEDIO "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IMS301","denominacion":"Iluminación, captación y tratamiento de la imagen","grado":"SUPERIOR "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IMS302","denominacion":"Producción de Audiovisuales y espectáculos","grado":"SUPERIOR "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IMS302","denominacion":"Producción de Audiovisuales y espectáculos","grado":"SUPERIOR "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IMS303","denominacion":"Realización de proyectos Audiovisuales y espectáculos","grado":"SUPERIOR "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"IMS304","denominacion":"Sonido para Audiovisuales y espectáculos","grado":"SUPERIOR "-n-"codigo":"RAMÓN Y CAJAL","tipo":"Centro público"
"codigo":"IMS305","denominacion":"Animaciones 3D, juegos y entornos interactivos","grado":"SUPERIOR "-n-"codigo":"LOS ENLACES","tipo":"Centro público"
"codigo":"INA201","denominacion":"Elaboración de Productos Alimenticios","grado":"MEDIO "-n-"codigo":"MARTÍNEZ VARGAS","tipo":"Centro público"
"codigo":"INA201","denominacion":"Elaboración de Productos Alimenticios","grado":"MEDIO "-n-"codigo":"MARTÍNEZ VARGAS","tipo":"Centro público"
"codigo":"INA201","denominacion":"Elaboración de Productos Alimenticios","grado":"MEDIO "-n-"codigo":"DE MOVERA","tipo":"Centro público"
"codigo":"INA204","denominacion":"Aceites de Oliva y Vinos","grado":"MEDIO "-n-"codigo":"JOAQUÍN COSTA","tipo":"Centro público"
"codigo":"INA207","denominacion":"Panadería, Repostería y Confitería","grado":"Medio "-n-"codigo":"SAN LORENZO","tipo":"Centro público"
"codigo":"INA207","denominacion":"Panadería, Repostería y Confitería","grado":"Medio "-n-"codigo":"VALLE DEL JILOCA","tipo":"Centro público"
"codigo":"INA207","denominacion":"Panadería, Repostería y Confitería","grado":"Medio "-n-"codigo":"ESCUELA DE HOSTELERÍA DE TERUEL","tipo":"Centro público"
"codigo":"INA207","denominacion":"Panadería, Repostería y Confitería","grado":"Medio "-n-"codigo":"DE MOVERA","tipo":"Centro público"
"codigo":"INA301","denominacion":"Procesos y Calidad en la Industria Alimentaria","grado":"SUPERIOR "-n-"codigo":"DE MOVERA","tipo":"Centro público"
"codigo":"INA302","denominacion":"Vitivinicultura","grado":"SUPERIOR "-n-"codigo":"JOAQUÍN COSTA","tipo":"Centro público"
"codigo":"MAM201","denominacion":"Instalación y Amueblamiento","grado":"MEDIO "-n-"codigo":"FRANCÉS DE ARANDA","tipo":"Centro público"
"codigo":"MAM201","denominacion":"Instalación y Amueblamiento","grado":"MEDIO "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"MAM202","denominacion":"Técnico en Carpintería y Mueble","grado":"FP BÁSICA "-n-"codigo":"FRANCÉS DE ARANDA","tipo":"Centro público"
"codigo":"MAM202","denominacion":"Técnico en Carpintería y Mueble","grado":"FP BÁSICA "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"MAM202","denominacion":"Técnico en Carpintería y Mueble","grado":"MEDIO "-n-"codigo":"FRANCÉS DE ARANDA","tipo":"Centro público"
"codigo":"MAM202","denominacion":"Técnico en Carpintería y Mueble","grado":"MEDIO "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"MAM301","denominacion":"Diseño y Amueblamiento","grado":"SUPERIOR "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"MSP304","denominacion":"Prevención de Riesgos Profesionales","grado":" "-n-"codigo":"VIRGEN DEL PILAR","tipo":"Centro público"
"codigo":"MVA302","denominacion":"Mantenimiento Aeromecánico","grado":" "-n-"codigo":"MIRALBUENO","tipo":"Centro público"
"codigo":"QUI201","denominacion":"Operaciones de Laboratorio","grado":"MEDIO "-n-"codigo":"PIRÁMIDE","tipo":"Centro público"
"codigo":"QUI201","denominacion":"Operaciones de Laboratorio","grado":"MEDIO "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"QUI204","denominacion":"Planta Química","grado":"MEDIO "-n-"codigo":"JOSÉ MOR DE FUENTES","tipo":"Centro público"
"codigo":"QUI301","denominacion":"Laboratorio de Análisis y de Control de Calidad","grado":"Superior "-n-"codigo":"PIRÁMIDE","tipo":"Centro público"
"codigo":"QUI301","denominacion":"Laboratorio de Análisis y de Control de Calidad","grado":"Superior "-n-"codigo":"PIRÁMIDE","tipo":"Centro público"
"codigo":"QUI301","denominacion":"Laboratorio de Análisis y de Control de Calidad","grado":"Superior "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"QUI301","denominacion":"Laboratorio de Análisis y de Control de Calidad","grado":"Superior "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"QUI304","denominacion":"Química Industrial","grado":"SUPERIOR "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"QUI306","denominacion":"Química Ambiental","grado":" "-n-"codigo":"CORONA DE ARAGÓN","tipo":"Centro público"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"SIERRA DE GUARA","tipo":"Centro público"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"SIERRA DE GUARA","tipo":"Centro público"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"PIRINEOS","tipo":"Centro público"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"BAJO ARAGÓN","tipo":"Centro público"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"VEGA DEL TURIA","tipo":"Centro público"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"VEGA DEL TURIA","tipo":"Centro público"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"LEONARDO DE CHABACIER","tipo":"Centro público"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"E.F.A. LA NORIA","tipo":"Centro privado"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"ACADEMIA MARCO","tipo":"Centro privado"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"ACADEMIA MARCO","tipo":"Centro privado"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"VALLE DE TENA","tipo":"Centro privado"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"VALLE DE TENA","tipo":"Centro privado"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"ESCUELAS PÍAS DE SANTA ENGRACIA","tipo":"Centro privado"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"ESCUELAS PÍAS DE SANTA ENGRACIA","tipo":"Centro privado"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","tipo":"Centro privado"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"MIGUEL CATALÁN","tipo":"Centro público"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"MIGUEL CATALÁN","tipo":"Centro público"
"codigo":"SAN201","denominacion":"Cuidados Auxiliares de Enfermería","grado":" "-n-"codigo":"MIGUEL CATALÁN","tipo":"Centro público"
"codigo":"SAN202","denominacion":"Farmacia y Parafarmacia","grado":"Medio "-n-"codigo":"VEGA DEL TURIA","tipo":"Centro público"
"codigo":"SAN202","denominacion":"Farmacia y Parafarmacia","grado":"Medio "-n-"codigo":"ESCUELAS PÍAS DE SANTA ENGRACIA","tipo":"Centro privado"
"codigo":"SAN202","denominacion":"Farmacia y Parafarmacia","grado":"Medio "-n-"codigo":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","tipo":"Centro privado"
"codigo":"SAN202","denominacion":"Farmacia y Parafarmacia","grado":"Medio "-n-"codigo":"RÍO GÁLLEGO","tipo":"Centro público"
"codigo":"SAN202","denominacion":"Farmacia y Parafarmacia","grado":"Medio "-n-"codigo":"RÍO GÁLLEGO","tipo":"Centro público"
"codigo":"SAN203","denominacion":"Emergencias Sanitarias","grado":"MEDIO "-n-"codigo":"VEGA DEL TURIA","tipo":"Centro público"
"codigo":"SAN203","denominacion":"Emergencias Sanitarias","grado":"MEDIO "-n-"codigo":"VEGA DEL TURIA","tipo":"Centro público"
"codigo":"SAN203","denominacion":"Emergencias Sanitarias","grado":"MEDIO "-n-"codigo":"RÍO GÁLLEGO","tipo":"Centro público"
"codigo":"SAN203","denominacion":"Emergencias Sanitarias","grado":"MEDIO "-n-"codigo":"RÍO GÁLLEGO","tipo":"Centro público"
"codigo":"SAN301","denominacion":"Técnico Superior en Anatomía Patológica y Citodiagnóstico","grado":"SUPERIOR "-n-"codigo":"LUIS BUÑUEL","tipo":"Centro público"
"codigo":"SAN301","denominacion":"Técnico Superior en Anatomía Patológica y Citodiagnóstico","grado":"SUPERIOR "-n-"codigo":"LUIS BUÑUEL","tipo":"Centro público"
"codigo":"SAN302","denominacion":"Dietética","grado":" "-n-"codigo":"MIGUEL CATALÁN","tipo":"Centro público"
"codigo":"SAN303","denominacion":"Técnico Superior en Documentación y Administración Sanitarias","grado":"SUPERIOR "-n-"codigo":"SIERRA DE GUARA","tipo":"Centro público"
"codigo":"SAN303","denominacion":"Técnico Superior en Documentación y Administración Sanitarias","grado":"SUPERIOR "-n-"codigo":"MIGUEL CATALÁN","tipo":"Centro público"
"codigo":"SAN304","denominacion":"Técnico Superior en Higiene Bucodental","grado":"SUPERIOR "-n-"codigo":"SIERRA DE GUARA","tipo":"Centro público"
"codigo":"SAN304","denominacion":"Técnico Superior en Higiene Bucodental","grado":"SUPERIOR "-n-"codigo":"VEGA DEL TURIA","tipo":"Centro público"
"codigo":"SAN304","denominacion":"Técnico Superior en Higiene Bucodental","grado":"SUPERIOR "-n-"codigo":"OBRA DIOCESANA SANTO DOMINGO DE SILOS","tipo":"Centro privado"
"codigo":"SAN304","denominacion":"Técnico Superior en Higiene Bucodental","grado":"SUPERIOR "-n-"codigo":"MIGUEL CATALÁN","tipo":"Centro público"
"codigo":"SAN305","denominacion":"Técnico Superior en Imagen para el Diagnóstico y Medicina Nuclear","grado":"SUPERIOR "-n-"codigo":"MIGUEL CATALÁN","tipo":"Centro público"
"codigo":"SAN306","denominacion":"Técnico Superior en Laboratorio Clínico y Biomédico","grado":"SUPERIOR "-n-"codigo":"VEGA DEL TURIA","tipo":"Centro público"
"codigo":"SAN306","denominacion":"Técnico Superior en Laboratorio Clínico y Biomédico","grado":"SUPERIOR "-n-"codigo":"ACADEMIA MARCO","tipo":"Centro privado"
"codigo":"SAN306","denominacion":"Técnico Superior en Laboratorio Clínico y Biomédico","grado":"SUPERIOR "-n-"codigo":"ACADEMIA MARCO","tipo":"Centro privado"
"codigo":"SAN306","denominacion":"Técnico Superior en Laboratorio Clínico y Biomédico","grado":"SUPERIOR "-n-"codigo":"RÍO GÁLLEGO","tipo":"Centro público"
"codigo":"SAN308","denominacion":"Prótesis Dentales","grado":"SUPERIOR "-n-"codigo":"RÍO GÁLLEGO","tipo":"Centro público"
"codigo":"SAN308","denominacion":"Prótesis Dentales","grado":"SUPERIOR "-n-"codigo":"RÍO GÁLLEGO","tipo":"Centro público"
"codigo":"SAN309","denominacion":"Técnico Superior en Radioterapia y Dosimetría","grado":"SUPERIOR "-n-"codigo":"MIGUEL CATALÁN","tipo":"Centro público"
"codigo":"SAN310","denominacion":"Salud Ambiental","grado":" "-n-"codigo":"RÍO GÁLLEGO","tipo":"Centro público"
"codigo":"SEA201","denominacion":"Emergencias y protección civil","grado":"MEDIO "-n-"codigo":"FRANCÉS DE ARANDA","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"MARTÍNEZ VARGAS","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"MONTEARAGÓN","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"MONTEARAGÓN","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"DAMIÁN FORMENT","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"SANTA EMERENCIANA","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"JUAN DE LANUZA","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"LEONARDO DE CHABACIER","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"REYES CATÓLICOS","tipo":"Centro público"
"codigo":"SSC201","denominacion":"Atención a Personas en situación de Dependencia","grado":"MEDIO "-n-"codigo":"LUIS BUÑUEL","tipo":"Centro público"
